country,code.3,code.2,type,capital,founding.date,capital.lat,capital.long,telephone.lines,telephone.mobile,internet.users,broadband.subscriptions,gdp.ppp,gdp.growth.rate,gdp.per.capita,gross.national.savings,industrial.production.growth.rate,labor.force.size,unemployment.rate,gini.index,tax.revenue,budget.surplus,debt,inflation.rate,central.bank.discount.rate,bank.lending.rate,current.account.balance,exports,imports,foreign.exchange,debt.external,electricity.production,electricity.consumption,electricity.exports,electricity.imports,electricity.capaicty,electricity.fossil.fuels,electricity.nuclear,electricity.hydroelectric,electricity.renewable,oil.production,oil.exports,oil.imports,oil.reserves,petroleum.production,natural.gas.production,natural.gas.consumption,natural.gas.export,natural.gas.import,natural.gas.reserves,co2.emissions,area,military.expenditures,population,age.median,population.growth.rate,birth.rate,death.rate,migration.net.rate,mortality.maternal.rate,mortality.infant.rate,life.expectany,fertility.rate,obesity.rate,underweight.children.under.5.rate,education.expenditures,unemployment.rate.youth,airports,railways,roadways,education.per.gdp,ag.area.per.total,ag.sq.km,arable.land.per.total,arable.land.hect.per.capita,birth.rate.per.1000,fish.production.1000.tons,co2.emissions.total,co2.emissions.per.capita,co2.emissions.from.gas.fuels,co2.emissions.from.liquid.fuels,death.rate.per.1000,fertility.rate.per.woman,fdi,forest.area.percent,gdp.constant,gdp.current,internet.access.percentage,inflation.rate,land.area.sq.km,life.expectancy.female,life.expectancy.male,life.expectancy.all,exports,imports,mobile.subscriptions.per.100,open.defecation.percentage,drinking.water.percentage,sanitation.percentage,population.density,populatiion.growth.rate,population.total,preeducation.years.avg,primary.education.avg,population.rural,population.rural.percentage,population.rural.growth.rate,science.articles,secondary.education.avg,internet.servers.per.million,area.sq.km,fish.production.tons,urban.populaiton,urban.population.percentage,urban.population.growth.rate,protected.areas.percentage,terrestrial.protected.areas.percentage
Chad,TCD,TD,republic,N'Djamena,8/11/60,12 06 N,15 02 E,"14,000","6,231,009","592,623","10,470","$28,620,000,000 ",-3.1,"$2,300 ",15.5,-4,"5,654,000",NA,43.3,13.5,-1.5,52.5,-0.9,4.25,15.5,-558000000.00,"$2,464,000,000 ","$2,160,000,000 ","$22,900,000 ","$1,724,000,000 ","224,300,000","208,600,000",0,0,"48,200.00",98,0,0,3,"132,000","70,440",0,"1,500,000,000",0,0,0,0,0,0,"342,200.00","1,284,000.00",2.13,"15,833,116",15.8,3.23,43,10.5,-0.1,"1,140",71.7,57.5,5.9,6.1,29.4,2.9,NA,59,NA,"40,000",1.765598438,39.65613088,499350,3.891359593,0.336499958,43.201,110000,1015.759,0.069755686,0,90.25270758,12.527,5.947,244516024.1,3.770965615,12654942309,10097778354,5,-1.400839279,1259200,54.856,52.041,53.438,2.09E+09,2.47E+09,38.35901264,67.28173112,38.85259078,8.583368588,11.56422014,3.143959589,14561666,3,6,11259517,77.323,2.934667799,12.07,7,0.343367304,1284000,110094,3302149,22.677,3.860904416,20.35444537,20.35
Togo,TGO,TG,republic under transition to multiparty democratic rule,Lome,4/27/60,6 07 N,1 13 E,"36,111","6,219,981","877,310","45,756","$12,970,000,000 ",4.4,"$1,700 ",16.1,5,"2,595,000",6.9,46,21.5,-3.8,75.7,-0.7,2.5,5.3,-383000000.00,"$1,046,000,000 ","$1,999,000,000 ","$77,800,000 ","$1,442,000,000 ","232,600,000","1,261,000,000",0,"1,140,000,000","230,000.00",70,0,29,1,0,0,0,0,0,0,0,0,0,0,"2,651,000.00","56,785.00",1.97,"8,176,449",19.9,2.61,32.8,6.8,0,396,40.8,65.8,4.32,8.4,16.1,5,3.9,8,568,NA,4.863920312,70.2334988,38200,48.72219158,0.352865105,34.016,31891,2999.606,0.399417466,0.488997555,74.57212714,8.695,4.449,-46308331.62,3.092480179,4877307828,4486979198,11.31,1.909560091,54390,61.023,59.398,60.22,1.04E+09,2.26E+09,73.30838776,48.39317589,64.02143935,15.71230508,138.0759698,2.518741857,7509952,3,6,4458809,59.372,1.633363356,77.05,7,3.462072727,56790,31989,3051143,40.628,3.82685924,21.79133305,27.62
Thailand,THA,TH,constitutional monarchy,Bangkok,1238,13 45 N,100 31 E,"2,910,000","121,530,000","32,398,778","8,208,000","$1,236,000,000,000 ",3.9,"$17,900 ",34.1,1.6,"38,370,000",0.7,44.5,15.2,-3.5,41.9,0.7,1.5,4.42,51080000000.00,"$235,100,000,000 ","$203,200,000,000 ","$202,600,000,000 ","$132,000,000,000 ","181,500,000,000","187,700,000,000","2,267,000,000","19,830,000,000","44,890,000.00",76,0,8,16,"228,000",790,"875,400","349,400,000","1,328,000","38,590,000,000","52,640,000,000",0,"14,410,000,000","193,400,000,000","355,000,000.00","513,120.00",1.33,"68,615,858",38.1,0.29,11,8.1,0,37,9,75.1,1.52,10,6.7,4.1,3.7,101,"4,127","180,053",4.186885377,43.27741784,221100,32.90336472,0.243724454,10.676,1530583,283763.461,4.114223358,29.81662639,42.31937247,7.467,1.537,2810184390,32.15760731,4.08043E+11,4.1343E+11,47.50496562,2.658071959,510890,80.189,72.704,76.403,2.15E+11,1.94E+11,173.5054814,0,99.37380508,98.39644593,135.0023117,0.373052587,68971331,5,6,35556101,51.552,-1.078953848,9740.11,6,146.4811517,513120,2493154,33415230,48.448,1.941596284,12.50974472,18.81
Tajikistan,TJK,TJ,republic,Dushanbe,9/9/91,38 33 N,68 46 E,"468,000","9,400,000","1,705,345","6,000","$28,430,000,000 ",7.1,"$3,200 ",24.4,1,"2,295,000",2.4,32.6,31.8,-1.5,50.4,7.3,16,30,-35000000.00,"$873,100,000 ","$2,390,000,000 ","$1,292,000,000 ","$5,750,000,000 ","17,030,000,000","12,960,000,000","1,400,000,000","103,000,000","5,508,000.00",6,0,94,0,180,0,0,"12,000,000",172,"19,820,000","19,820,000",0,0,"5,663,000,000","6,329,000.00","144,100.00",1.22,"8,604,882",24.8,1.58,22.8,5.9,-1.1,17,30.8,68.4,2.59,14.2,7.6,5.2,16.7,24,680,"30,000",3.767878698,34.13790619,47380,5.259744938,0.084260789,31.822,1100,5309.816,0.612889431,0.138121547,45.09668508,5.078,3.618,241616267.2,2.97139559,8456824206,6952678127,20.47,5.302492501,138790,72.737,68.234,70.397,8.99E+08,3.03E+09,108.5001937,0.066041196,79.62584952,96.57566996,62.42221342,2.448490246,8663579,4,4,6337321,73.149,2.299581171,50.42,7,5.886712639,141380,1550,2326258,26.851,2.85528508,22.27858851,22.28
Turkmenistan,TKM,TM,secular democracy,Ashgabat,10/27/91,37 57 N,58 23 E,"5,315,000","8,575,000","951,925","4,000","$103,700,000,000 ",6.5,"$18,200 ",23.9,1,"2,305,000",11,40.8,14.9,-2.8,28.8,8,5,19,-4359000000.00,"$7,458,000,000 ","$4,571,000,000 ","$24,910,000,000 ","$539,400,000 ","21,180,000,000","15,090,000,000","3,201,000,000",0,"4,001,000.00",100,0,0,0,"244,000","67,790",0,"600,000,000","191,100","77,450,000,000","39,310,000,000","38,140,000,000",0,"7,504,000,000,000","100,500,000.00","488,100.00",NA,"5,411,012",28.3,1.1,18.9,6.1,-1.8,7,33.1,70.7,2.06,18.6,3.2,3.1,NA,26,"5,113","58,592",2.32,72.00646905,338380,4.128274424,0.342612601,25.37,15000,70630.087,12.47358651,69.23316546,28.29551944,7.076,2.887,2243160000,8.782159045,39563379206,3.62E+10,17.99032446,-4.83779745,469930,71.312,64.4,67.835,6.96E+09,4.99E+09,151.4384088,0,98.70372359,98.27203549,12.04939459,1.729432997,5662372,5,4,2789964,49.272,0.898733422,2.98,8,1.94264877,488100,15030,2872408,50.728,2.542950466,3.212231059,3.25
Timor-Leste,TLS,TL,republic,Dili,11/28/75,8 35 S,125 36 E,"2,364","1,546,624","318,373","3,346","$7,426,000,000 ",-4.6,"$6,000 ",NA,2,"286,700",4.4,31.9,10.8,-75.7,3.8,0.6,NA,13.29,-284000000.00,"$16,700,000 ","$681,200,000 ","$544,400,000 ","$311,500,000 ",0,0,0,0,600,0,0,0,100,"33,000","62,060",0,0,0,"5,776,000,000",0,"5,776,000,000",0,"200,000,000,000","533,400.00","14,874.00",0.61,"1,321,929",19.1,2.32,32.9,5.8,-3.9,142,33.9,68.7,4.67,3.8,37.5,3.8,13.2,6,NA,"6,040",3.168044921,25.55480834,3800,10.42367182,0.12712337,29.399,3200,495.045,0.406011541,0,100,6.109,4.156,5478700,45.37995883,1126000017,1656039024,25.24624959,0.162736455,14870,70.781,66.815,68.735,2.00E+07,5.47E+08,122.3766657,20.93946019,76.65939151,52.42056634,81.99650303,1.903194981,1219288,3,6,855331,70.15,1.391321468,8.71,6,11.48211087,14870,4760,363957,29.85,3.116558428,4.422008841,13.05
Tonga,TON,TO,constitutional monarchy,Nuku'alofa,6/4/70,21 08 S,175 12 W,"11,000","80,000","42,552","3,000","$591,000,000 ",2.5,"$5,900 ",NA,5,"33,800",1.1,NA,39.8,0,48,7.4,NA,8,-53000000.00,"$18,400,000 ","$250,200,000 ","$198,500,000 ","$189,900,000 ","52,000,000","48,360,000",0,0,"20,300.00",74,0,0,26,0,0,0,0,0,0,0,0,0,0,"139,700.00",747,NA,"106,398",23.3,-0.1,21.8,4.9,-17.9,52,10.9,76.6,3.03,48.2,1.9,NA,NA,6,NA,680,2.93,45.83333333,330,25,0.177983448,24.977,1697,128.345,1.269071421,0,100,7.223,3.636,5724624.577,12.5,406237705.3,401109307.4,39.95,1.692737942,720,72.544,68.699,70.607,2.10E+07,2.29E+08,79.10375446,0,99.90673707,93.44744852,140.4625,0.348663646,101133,2,6,77648,76.778,0.41814066,2.34,7,138.4315703,750,1700,23485,23.222,0.119296167,1.521632616,15.92
Trinidad and Tobago,TTO,TT,parliamentary democracy,Port of Spain,8/31/62,10 39 N,61 31 W,"257,445","2,030,637","846,000","326,776","$42,850,000,000 ",-2.6,"$31,300 ",26.4,-4.3,"629,400",4.9,NA,24.5,-8.2,41.8,1.9,6.75,9,2325000000.00,"$9,927,000,000 ","$6,105,000,000 ","$8,892,000,000 ","$8,238,000,000 ","10,070,000,000","9,867,000,000",0,0,"2,608,000.00",100,0,0,0,"63,000","31,030","80,860","243,000,000","134,700","36,730,000,000","21,240,000,000","15,490,000,000",0,"447,400,000,000","48,920,000.00","5,128.00",0.78,"1,215,527",36.6,-0.23,12.3,8.9,-5.8,67,21.6,73.4,1.7,18.6,4.9,NA,7.1,4,NA,NA,2.87,10.52631579,540,4.873294347,0.018147977,13.662,13027,43868.321,31.84485149,86.17403661,13.00677088,8.159,1.753,-23598182.38,46.023393,21623490164,22284780327,73.29694122,-0.771108044,5130,75.811,70.466,73.1,7.63E+09,8.05E+09,157.223424,0.074161392,98.18496206,93.39890595,268.5309942,0.52665947,1377564,2,7,644011,46.75,0.674306556,208.8,5,299.0786635,5130,13038.1,733553,53.25,0.39721456,2.014526315,30.6
Tunisia,TUN,TN,republic,Tunis,3/20/56,36 48 N,10 11 E,"1,113,168","14,334,080","5,665,242","801,785","$137,700,000,000 ",2,"$11,900 ",12,0.5,"4,054,000",15.5,40,24.7,-5.8,70.3,5.3,5.75,7.31,-4191000000.00,"$13,820,000,000 ","$19,090,000,000 ","$5,594,000,000 ","$30,190,000,000 ","18,440,000,000","15,270,000,000","500,000,000","134,000,000","5,768,000.00",94,0,1,5,"39,000","39,980","17,580","425,000,000","27,770","1,274,000,000","5,125,000,000",0,"3,851,000,000","65,130,000,000","23,420,000.00","163,610.00",2.09,"11,516,189",32,0.95,17.4,6.4,-1.6,43,11.7,75.9,2.17,26.9,2.8,6.6,34.7,29,"2,173",NA,5.9,64.83650875,100730,18.66632338,0.256547581,18.405,115063.5,29937.388,2.64840154,39.89465948,44.07153356,6.287,2.238,622569482.2,6.766220077,48726421685,41801210428,49.59999484,4.806570357,155360,78.165,74.102,76.115,1.36E+10,1.95E+10,126.3459615,0,95.99240298,90.88012796,72.75969361,1.10299623,11303946,3,6,3578151,31.654,0.191007117,5444.97,7,92.44559378,163610,131229,7725795,68.346,1.528212644,5.208609526,7.91
Turkey,TUR,TR,republican parliamentary democracy,Ankara,10/29/23,39 56 N,32 52 E,"11,308,444","77,800,170","46,838,412","11,924,905","$2,186,000,000,000 ",7.4,"$27,000 ",25.5,9.1,"31,300,000",10.9,40.2,20.3,-1.5,28.3,11.1,5.25,15.77,-47440000000.00,"$166,200,000,000 ","$225,100,000,000 ","$107,700,000,000 ","$452,400,000,000 ","261,900,000,000","231,100,000,000","1,442,000,000","6,330,000,000","78,500,000.00",53,0,33,14,"55,000",0,"521,500","341,600,000","657,900","368,100,000","53,600,000,000","622,900,000","55,130,000,000","5,097,000,000","379,500,000.00","783,562.00",1.89,"81,257,239",31.4,0.49,15.4,6,-4.5,17,16.9,75.3,2,32.1,2.3,4.3,20.5,98,"12,710","67,333",3.798198118,49.79925419,383270,26.48155607,0.255331493,16.494,335326,372724.881,4.669466686,23.51071889,26.66391193,5.39,2.092,1.39E+10,15.35465144,1.12251E+12,8.63722E+11,58.34773401,8.098262227,769630,79.816,73.826,76.86,1.49E+11,2.02E+11,94.02943867,0.323154056,98.8808736,97.24644345,103.7144134,1.632250641,79821724,5,4,20646687,25.866,-0.369540404,35510.17,8,1301.086907,785350,585657,59175037,74.134,2.340230847,0.190624823,0.22
Tuvalu,TUV,TV,parliamentary democracy,Funafuti,10/1/78,8 31 S,179 13 E,"2,000","7,600","5,042","1,000","$42,000,000 ",3.2,"$3,800 ",NA,-26.1,"3,615",NA,NA,106.7,25.6,37,4.1,NA,10.6,2000000.00,"$600,000 ","$20,690,000,000 ",NA,NA,"11,800,000",NA,0,0,"5,100.00",96,0,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,26,NA,"11,147",26,0.86,23.7,8.4,-6.6,NA,28.2,67.2,2.93,51.6,NA,NA,20.6,1,NA,8,NA,59.99999841,17.99999952,NA,NA,NA,7684,11.001,0.980044543,0,100,NA,NA,3.00E+05,33.33333333,39216110.87,36547799.58,46.00915151,1.000243384,30,NA,NA,NA,0,2.30E+07,67.70601336,7.065996307,99.26516001,84.1088306,374.1666667,1.128841946,11225,3,6,4418,39.355,-1.170130363,0.41,7,NA,30,7686.5,6807,60.645,2.649753121,0.008607242,2.39
Tanzania,TZA,TZ,republic,Dar es Salaam,4/26/64,6 48 S,39 17 E,"127,094","39,953,860","6,822,754","1,848,167","$162,500,000,000 ",6,"$3,200 ",25,12,"24,890,000",10.3,37.6,15.2,-1.8,37,5.3,8.25,17.62,-1464000000.00,"$4,971,000,000 ","$7,869,000,000 ","$5,301,000,000 ","$17,660,000,000 ","6,699,000,000","5,682,000,000",0,"102,000,000","1,457,000.00",55,0,40,6,0,0,0,0,0,"3,115,000,000","3,115,000,000",0,0,"6,513,000,000","14,570,000.00","947,300.00",1.21,"55,451,343",17.9,2.74,35.3,7.5,-0.5,524,38.7,63.1,4.71,8.4,13.7,3.4,3.9,166,"4,567","87,581",3.73,44.76179725,396500,15.2404606,0.254473119,37.461,370966.2,11972.755,0.225684764,13.29249617,67.19754977,6.868,5.015,864040000,51.57823436,46576208275,49774021003,13.50423285,7.472033668,885800,65.786,61.879,63.844,4.50E+09,9.30E+09,75.48495237,11.67344652,54.8475368,28.3903801,59.89025739,3.000522906,53050790,2,7,35897878,67.667,1.947958573,559.83,6,5.654958201,947300,383513.6,17152912,32.333,5.239866763,30.84345256,38.12
Uganda,UGA,UG,republic,Kampala,10/9/62,0 19 N,32 33 E,"262,286","24,948,878","18,148,923","145,765","$89,190,000,000 ",4.8,"$2,400 ",20.6,4.4,"15,840,000",9.4,39.5,14.5,-4.1,40,5.6,9,21.28,-1212000000.00,"$3,339,000,000 ","$5,036,000,000 ","$3,654,000,000 ","$10,800,000,000 ","3,463,000,000","3,106,000,000","121,000,000","50,000,000","1,020,000.00",19,0,68,12,0,0,0,"2,500,000,000",0,0,0,0,0,"14,160,000,000","4,703,000.00","241,038.00",1.43,"40,853,749",15.9,3.18,42.4,9.9,-0.7,375,54.6,56.3,5.62,5.3,10.4,2.6,14.8,47,"1,244","20,544",2.005731101,71.88809096,144150,34.41053262,0.174033645,39.8,389244,5680.183,0.143267095,0,78.11491285,7.031,5.242,625704361.9,9.683822306,36063290852,28967460677,21.87617046,4.781000291,200520,64.018,59.83,61.986,2.48E+09,4.83E+09,57.60142849,6.110647148,47.66563132,18.45123259,197.723449,3.65264431,39647506,3,7,30677654,77.376,2.926379256,599.27,6,3.934673722,241550,507295.2,8969852,22.624,6.177173794,16.0640836,16.06
Ukraine,UKR,UA,republic,Kyiv,8/24/91,50 26 N,30 31 E,"7,186,579","55,714,733","23,202,067","5,239,743","$369,600,000,000 ",2.5,"$8,800 ",18.9,3.1,"17,990,000",9.2,25.5,26.6,-1.5,71,14.4,22,16.38,-2088000000.00,"$39,690,000,000 ","$49,060,000,000 ","$18,810,000,000 ","$130,000,000,000 ","153,600,000,000","133,200,000,000","3,591,000,000","77,000,000","57,280,000.00",65,23,8,3,"32,000",413,"4,720","395,000,000","63,670","19,730,000,000","30,920,000,000",0,"12,970,000,000","1,104,000,000,000","238,900,000.00","603,550.00",3.78,"43,952,299",40.8,0.04,10.1,14.3,4.6,19,7.7,72.4,1.55,24.1,NA,5.4,23,187,"21,733","169,694",4.516964734,71.66531444,415150,56.57960607,0.728279912,10.3,75743,202249.718,4.493971404,28.99336404,16.37052616,14.7,1.466,3.44E+09,16.70803881,1.23912E+11,93355993629,53.0009696,17.33298333,579290,76.46,66.73,71.47634146,3.64E+10,3.93E+10,133.1689539,0.001186385,93.72407865,96.22086112,77.68936802,-0.331331574,45004674,5,4,13882142,30.846,-0.632372469,7853.62,7,1905.468752,603550,97167.6,31122532,69.154,-0.19676007,3.862876209,3.96
Uruguay,URY,UY,constitutional republic,Montevideo,8/25/1825,34 51 S,56 10 W,"1,136,977","5,097,569","2,225,075","949,974","$78,160,000,000 ",2.7,"$22,400 ",17.2,-3.6,"1,748,000",7.6,41.6,29.8,-3.5,65.7,6.2,9,13.83,879000000.00,"$11,410,000,000 ","$8,607,000,000 ","$15,960,000,000 ","$28,370,000,000 ","13,130,000,000","10,770,000,000","1,321,000,000","24,000,000","4,808,000.00",29,0,29,42,0,0,"40,200",0,"42,220",0,"70,790,000",0,"70,790,000",0,"7,554,000.00","176,215.00",1.95,"3,369,299",35.1,0.27,13,9.4,-0.9,17,8.1,77.6,1.79,27.9,4,4.9,24.8,133,"1,673","77,732",4.799999232,82.55970523,144495.9961,13.77328361,0.704003262,14.057,51500,6765.615,1.975862788,1.571815718,92.73712737,9.452,1.991,-209300464.7,10.67158034,48362932954,52687612262,66.4,7.345490947,175020,81.115,73.662,77.498,7.04E+09,8.14E+09,149.4317533,0.479600949,99.32289176,96.40118042,19.56423266,0.354674156,3424132,6,6,166276,4.856,-1.663419808,841.83,6,309.8595498,176220,51569.65,3257856,95.144,0.458775109,2.325009342,3.5
United States,USA,US,constitution-based federal republic; strong democratic tradition,"Washington, DC",7/4/1776,38 53 N,77 02 W,"119,902,000","395,881,000","246,809,221","109,838,000","$19,490,000,000,000 ",2.2,"$59,800 ",18.9,2.3,"160,400,000",4.4,45,17,-3.4,78.8,2.1,0.5,4.1,-449100000000.00,"$1,553,000,000,000 ","$2,361,000,000,000 ","$123,300,000,000 ","$17,910,000,000,000 ","4,095,000,000,000","3,902,000,000,000","9,695,000,000","72,720,000,000","1,087,000,000.00",70,9,7,14,"10,962,000","1,158,000","7,969,000",NA,"20,300,000","772,800,000,000","767,600,000,000","89,700,000,000","86,150,000,000",0,"5,242,000,000.00","9,833,517.00",3.42,"329,256,465",38.2,0.8,12.4,8.2,3.8,19,5.7,80.1,1.87,36.2,0.5,5,8.6,"13,513","293,564","6,586,610",4.39510979,44.369068,4058625,16.64540384,0.471486598,12.2,4931017,5006302.077,15.50220398,29.93339589,42.48753508,8.493,1.8205,4.94E+11,33.92978567,1.69723E+13,1.87072E+13,85.54442129,1.093525424,9147420,81.1,76.1,78.53902439,1.45E+12,2.25E+12,122.5945483,0,99.26370936,99.96981214,35.30408694,0.716669413,322941311,NA,6,58575095,18.138,-0.33086252,427264.63,6,11439.71636,9831510,5375386,264366216,81.862,0.950261502,26.32619972,12.97
Uzbekistan,UZB,UZ,republic,Tashkent,9/1/91,41 19 N,69 15 E,"3,444,330","24,265,460","15,157,210","3,320,210","$223,000,000,000 ",5.3,"$6,900 ",32.7,4.5,"18,120,000",5,36.8,31.2,0.3,24.3,12.5,9,16,1713000000.00,"$11,480,000,000 ","$11,420,000,000 ","$16,000,000,000 ","$16,900,000,000 ","55,550,000,000","49,070,000,000","13,000,000,000","10,840,000,000","12,960,000.00",86,0,14,0,"41,000","27,000",420,"594,000,000","61,740","52,100,000,000","43,070,000,000","9,401,000,000",0,"1,841,000,000,000","95,580,000.00","447,400.00",4,"30,023,709",29.1,0.91,16.6,5.4,-2.1,29,17.4,74.3,1.75,16.6,NA,6.3,NA,53,"4,642","86,496",9.3747642,62.92900799,267700,10.34320639,0.138156676,22.8,27267,91810.679,2.882785961,81.70307944,7.145424771,4.9,2.455,1662586807,7.54297139,71013939308,81779012351,46.79128694,8.746229413,425400,73.328,69.004,71.171,8.97E+09,1.13E+10,73.99520784,0,97.68127082,100,74.86577339,1.738849262,31847900,4,4,15716939,49.35,1.941692937,382.23,8,69.73772211,447400,65321.7,16130961,50.65,1.541606796,3.37505898,3.38
Saint Vincent and the Grenadines,VCT,VC,parliamentary democracy and a Commonwealth realm,Kingstown,10/27/79,13 08 N,61 13 W,"20,111","116,161","53,000","24,507","$1,265,000,000 ",0.7,"$11,500 ",12.1,2.5,"57,520",18.8,NA,28.7,-0.6,73.8,2.2,6.5,8.75,-116000000.00,"$48,600,000 ","$295,900,000 ","$182,100,000 ","$362,200,000 ","157,000,000","146,000,000",0,0,"54,000.00",85,0,13,2,0,0,0,0,0,0,0,0,0,0,"226,800.00",389,NA,"101,844",34.2,-0.23,13,7.4,-8,98,11.7,75.8,1.78,23.7,NA,5.8,NA,6,NA,NA,5.178572466,25.64102564,100,12.82051282,0.045679204,14.58,23077,220.02,2.010067697,0,100,9.032,1.931,78809248,69.23076923,731912700.5,774429629.6,20.68943522,0.61012833,390,74.786,69.969,72.193,4.70E+07,3.35E+08,102.9143332,3.358785211,95.1452199,87.1843449,280.6641026,0.28452905,109459,2,7,53227,48.627,-0.552699793,2.42,5,191.8526572,390,23077,56232,51.373,1.083527202,0.465862061,22.44
Venezuela,VEN,VE,federal republic,Caracas,7/5/1811,10 29 N,66 52 W,"547,291","20,731,169","18,547,381","2,610,118","$381,600,000,000 ",-14,"$12,500 ",12.1,-2,"14,210,000",27.1,39,44.2,-46.1,38.9,"1,087.50",29.5,21.1,4277000000.00,"$32,060,000,000 ","$11,000,000,000 ","$9,661,000,000 ","$100,300,000,000 ","109,300,000,000","71,960,000,000",0,0,"31,000,000.00",51,0,49,0,"1,484,000","1,656,000",0,"302,300,000,000","926,300","27,070,000,000","24,210,000,000",0,0,"5,739,000,000,000","129,900,000.00","912,050.00",0.49,"31,689,176",28.7,1.21,18.5,5.3,-1.2,125,11.9,76.2,2.3,25.6,2.9,6.9,14.6,444,447,"96,189",6.54,24.48840769,216000,3.061050961,0.090463841,18.61,284175,164175.257,5.500712738,29.72236492,46.88526055,6.619,2.317,1.59E+09,52.73918889,NA,NA,60,NA,882050,76.353,68.687,72.405,2.67E+10,1.55E+10,92.46141578,3.402714275,95.77836687,93.93501902,33.837287,-0.786447681,29846179,5,6,3532295,11.835,-0.879344226,888.26,5,148.1261638,912050,310173,26313884,88.165,-0.773970962,36.90254239,54.14
Vietnam,VNM,VN,Communist state,Hanoi,9/2/45,21 02 N,105 51 E,"4,526,077","120,016,181","49,741,000","11,269,936","$648,700,000,000 ",6.8,"$6,900 ",29,8,"54,800,000",2.2,34.8,24.8,-6.7,58.5,3.5,4.25,7.07,5401000000.00,"$214,100,000,000 ","$202,600,000,000 ","$49,500,000,000 ","$96,580,000,000 ","158,200,000,000","143,200,000,000","713,000,000","2,733,000,000","40,770,000.00",56,0,43,1,"242,000","324,600",0,"4,400,000,000","153,800","8,098,000,000","8,098,000,000",0,0,"699,400,000,000","235,300,000.00","331,210.00",2.3,"97,040,334",30.9,0.9,15.2,5.9,-0.3,43,16.7,73.9,1.79,2.1,14.1,5.7,7.3,45,"2,600","195,468",4.612267648,39.27500242,121780,22.5690973,0.074734038,17.15,2785940,192667.847,2.057565917,10.58030871,27.27964827,6.19,2.03,1.26E+10,48.06011546,1.64105E+11,2.05276E+11,53,1.110649186,310070,79.294,71.049,75.172,1.77E+11,1.75E+11,128.7907855,3.007105142,93.99012251,81.85570363,301.9922082,1.032286623,93638724,6,5,61324000,65.49,-0.032417614,3063.59,7,278.7094792,331230,6420471,32314724,34.51,3.084496288,2.929447435,7.58
Vanuatu,VUT,VU,parliamentary republic,Port-Vila,7/30/80,17 44 S,168 19 E,"3,499","228,016","66,613","5,841","$772,000,000 ",4.2,"$2,700 ",NA,4.5,"115,900",1.7,NA,27.2,-0.9,48.4,3.1,20,3.2,-13000000.00,"$44,700,000 ","$273,700,000 ","$395,100,000 ","$200,500,000 ","63,000,000","58,590,000",0,0,"37,000.00",71,0,0,29,0,0,0,0,0,0,0,0,0,0,"164,800.00","12,189.00",NA,"288,037",22.3,1.81,23.5,4,-1.4,72,13.9,74,2.97,25.2,10.7,4.7,10.6,31,NA,"1,070",4.737676464,15.34044299,1870,1.640689089,0.071857148,30.424,44002.1,146.68,0.527000323,0,100,5.396,3.859,44178569.39,36.09515997,780408805,804332795.6,24,1.841469326,12190,71.674,68.544,70.021,5.00E+07,4.22E+08,78.54094061,0.681679023,90.66152379,36.08802415,22.83264971,2.620904941,278330,2,6,208575,74.938,2.486366881,13.13,7,165.2714404,12190,44017.8,69755,25.062,3.024271465,0.090758929,4.2
Samoa,WSM,WS,parliamentary democracy,Apia,1/1/62,13 49 S,171 46 W,"8,454","124,211","58,508","1,692","$1,137,000,000 ",2.5,"$5,700 ",NA,-1.8,"50,700",5.2,NA,28.2,-4.7,49.1,1.3,NA,8.76,-19000000.00,"$27,500,000 ","$89,290,000,000 ","$133,000,000 ","$447,200,000 ","132,000,000","122,800,000",0,0,"45,000.00",48,0,23,29,0,0,0,0,0,0,0,0,0,0,"341,100.00","2,831.00",NA,"201,316",24.8,0.61,20.2,5.4,-8.8,43,18,74.2,2.64,47.3,3.2,4.1,31.9,4,NA,NA,4.24,12.36749117,350,2.826855124,0.041123705,25.036,8801,245.689,1.262955252,0,100,5.372,3.976,2520673.511,60.42402827,743999467.4,799376439.5,29.41173011,1.185781851,2830,75.052,70.895,72.895,5.60E+07,3.50E+08,77.62510602,0.098515517,97.30364572,98.11713321,68.74028269,0.526740178,194535,2,6,158194,81.319,0.813698929,7.37,7,149.0734315,2840,8811,36341,18.681,-0.712898196,0.228551141,6.77
